id,slug,url,titulo,enunciado,temas,dificuldade,tema_principal,has_image
2483,minimum-penalty-for-a-shop,https://leetcode.com/problems/minimum-penalty-for-a-shop/,Minimum Penalty for a Shop,"You are given the customer visit log of a shop represented by a  0-indexed  string  customers  consisting only of characters  'N'  and  'Y' : if the  i th  character is  'Y' , it means that customers come at the  i th  hour whereas  'N'  indicates that no customers come at the  i th  hour. If the shop closes at the  j th  hour ( 0 <= j <= n ), the  penalty  is calculated as follows: For every hour when the shop is open and no customers come, the penalty increases by  1 . For every hour when the shop is closed and customers come, the penalty increases by  1 . Return  the  earliest  hour at which the shop must be closed to incur a  minimum  penalty. Note  that if a shop closes at the  j th  hour, it means the shop is closed at the hour  j .   Example 1: Input:  customers = ""YYNY"" Output:  2 Explanation:   - Closing the shop at the 0 th  hour incurs in 1+1+0+1 = 3 penalty. - Closing the shop at the 1 st  hour incurs in 0+1+0+1 = 2 penalty. - Closing the shop at the 2 nd  hour incurs in 0+0+0+1 = 1 penalty. - Closing the shop at the 3 rd  hour incurs in 0+0+1+1 = 2 penalty. - Closing the shop at the 4 th  hour incurs in 0+0+1+0 = 1 penalty. Closing the shop at 2 nd  or 4 th  hour gives a minimum penalty. Since 2 is earlier, the optimal closing time is 2. Example 2: Input:  customers = ""NNNNN"" Output:  0 Explanation:  It is best to close the shop at the 0 th  hour as no customers arrive. Example 3: Input:  customers = ""YYYY"" Output:  4 Explanation:  It is best to close the shop at the 4 th  hour as customers arrive at each hour.   Constraints: 1 <= customers.length <= 10 5 customers  consists only of characters  'Y'  and  'N' .","['String', 'Prefix Sum']",Média,String,False
2522,partition-string-into-substrings-with-values-at-most-k,https://leetcode.com/problems/partition-string-into-substrings-with-values-at-most-k/,Partition String Into Substrings With Values at Most K,"You are given a string  s  consisting of digits from  1  to  9  and an integer  k . A partition of a string  s  is called  good  if: Each digit of  s  is part of  exactly  one substring. The value of each substring is less than or equal to  k . Return  the  minimum  number of substrings in a  good  partition of   s . If no  good  partition of  s  exists, return  -1 . Note  that: The  value  of a string is its result when interpreted as an integer. For example, the value of  ""123""  is  123  and the value of  ""1""  is  1 . A  substring  is a contiguous sequence of characters within a string.   Example 1: Input:  s = ""165462"", k = 60 Output:  4 Explanation:  We can partition the string into substrings ""16"", ""54"", ""6"", and ""2"". Each substring has a value less than or equal to k = 60. It can be shown that we cannot partition the string into less than 4 substrings. Example 2: Input:  s = ""238182"", k = 5 Output:  -1 Explanation:  There is no good partition for this string.   Constraints: 1 <= s.length <= 10 5 s[i]  is a digit from  '1'  to  '9' . 1 <= k <= 10 9","['String', 'Dynamic Programming', 'Greedy']",Média,String,False
2546,apply-bitwise-operations-to-make-strings-equal,https://leetcode.com/problems/apply-bitwise-operations-to-make-strings-equal/,Apply Bitwise Operations to Make Strings Equal,"You are given two  0-indexed binary  strings  s  and  target  of the same length  n . You can do the following operation on  s   any  number of times: Choose two  different  indices  i  and  j  where  0 <= i, j < n . Simultaneously, replace  s[i]  with ( s[i]   OR   s[j] ) and  s[j]  with ( s[i]   XOR   s[j] ). For example, if  s = ""0110"" , you can choose  i = 0  and  j = 2 , then simultaneously replace  s[0]  with ( s[0]   OR   s[2]  =  0   OR   1  =  1 ), and  s[2]  with ( s[0]   XOR   s[2]  =  0   XOR   1  =  1 ), so we will have  s = ""1110"" . Return  true   if you can make the string  s  equal to  target , or  false  otherwise .   Example 1: Input:  s = ""1010"", target = ""0110"" Output:  true Explanation:  We can do the following operations: - Choose i = 2 and j = 0. We have now s = "" 0 0 1 0"". - Choose i = 2 and j = 1. We have now s = ""0 11 0"". Since we can make s equal to target, we return true. Example 2: Input:  s = ""11"", target = ""00"" Output:  false Explanation:  It is not possible to make s equal to target with any number of operations.   Constraints: n == s.length == target.length 2 <= n <= 10 5 s  and  target  consist of only the digits  0  and  1 .","['String', 'Bit Manipulation']",Média,String,False
2645,minimum-additions-to-make-valid-string,https://leetcode.com/problems/minimum-additions-to-make-valid-string/,Minimum Additions to Make Valid String,"Given a string  word  to which you can insert letters ""a"", ""b"" or ""c"" anywhere and any number of times, return  the minimum number of letters that must be inserted so that  word  becomes  valid . A string is called  valid  if it can be formed by concatenating the string ""abc"" several times.   Example 1: Input:  word = ""b"" Output:  2 Explanation:  Insert the letter ""a"" right before ""b"", and the letter ""c"" right next to ""b"" to obtain the valid string "" a b c "". Example 2: Input:  word = ""aaa"" Output:  6 Explanation:  Insert letters ""b"" and ""c"" next to each ""a"" to obtain the valid string ""a bc a bc a bc "". Example 3: Input:  word = ""abc"" Output:  0 Explanation:  word is already valid. No modifications are needed.    Constraints: 1 <= word.length <= 50 word  consists of letters ""a"", ""b"" and ""c"" only.","['String', 'Dynamic Programming', 'Stack', 'Greedy']",Média,String,False
2730,find-the-longest-semi-repetitive-substring,https://leetcode.com/problems/find-the-longest-semi-repetitive-substring/,Find the Longest Semi-Repetitive Substring,"You are given a digit string  s  that consists of digits from 0 to 9. A string is called  semi-repetitive  if there is  at most  one adjacent pair of the same digit. For example,  ""0010"" ,  ""002020"" ,  ""0123"" ,  ""2002"" , and  ""54944""  are semi-repetitive while the following are not:  ""00101022""  (adjacent same digit pairs are 00 and 22), and  ""1101234883""  (adjacent same digit pairs are 11 and 88). Return the length of the  longest semi-repetitive  substring  of  s .   Example 1: Input:   s = ""52233"" Output:   4 Explanation: The longest semi-repetitive substring is ""5223"". Picking the whole string ""52233"" has two adjacent same digit pairs 22 and 33, but at most one is allowed. Example 2: Input:   s = ""5494"" Output:   4 Explanation: s  is a semi-repetitive string. Example 3: Input:   s = ""1111111"" Output:   2 Explanation: The longest semi-repetitive substring is ""11"". Picking the substring ""111"" has two adjacent same digit pairs, but at most one is allowed.   Constraints: 1 <= s.length <= 50 '0' <= s[i] <= '9'","['String', 'Sliding Window']",Média,String,False
3517,smallest-palindromic-rearrangement-i,https://leetcode.com/problems/smallest-palindromic-rearrangement-i/,Smallest Palindromic Rearrangement I,"You are given a  palindromic  string  s . Return the  lexicographically smallest  palindromic  permutation  of  s .   Example 1: Input:   s = ""z"" Output:   ""z"" Explanation: A string of only one character is already the lexicographically smallest palindrome. Example 2: Input:   s = ""babab"" Output:   ""abbba"" Explanation: Rearranging  ""babab""  →  ""abbba""  gives the smallest lexicographic palindrome. Example 3: Input:   s = ""daccad"" Output:   ""acddca"" Explanation: Rearranging  ""daccad""  →  ""acddca""  gives the smallest lexicographic palindrome.   Constraints: 1 <= s.length <= 10 5 s  consists of lowercase English letters. s  is guaranteed to be palindromic.","['String', 'Sorting', 'Counting Sort']",Média,String,False
703,kth-largest-element-in-a-stream,https://leetcode.com/problems/kth-largest-element-in-a-stream/,Kth Largest Element in a Stream,"You are part of a university admissions office and need to keep track of the  kth  highest test score from applicants in real-time. This helps to determine cut-off marks for interviews and admissions dynamically as new applicants submit their scores. You are tasked to implement a class which, for a given integer  k , maintains a stream of test scores and continuously returns the  k th highest test score  after  a new score has been submitted. More specifically, we are looking for the  k th highest score in the sorted list of all scores. Implement the  KthLargest  class: KthLargest(int k, int[] nums)  Initializes the object with the integer  k  and the stream of test scores  nums . int add(int val)  Adds a new test score  val  to the stream and returns the element representing the  k th  largest element in the pool of test scores so far.   Example 1: Input: [""KthLargest"", ""add"", ""add"", ""add"", ""add"", ""add""] [[3, [4, 5, 8, 2]], [3], [5], [10], [9], [4]] Output:   [null, 4, 5, 5, 8, 8] Explanation: KthLargest kthLargest = new KthLargest(3, [4, 5, 8, 2]); kthLargest.add(3); // return 4 kthLargest.add(5); // return 5 kthLargest.add(10); // return 5 kthLargest.add(9); // return 8 kthLargest.add(4); // return 8 Example 2: Input: [""KthLargest"", ""add"", ""add"", ""add"", ""add""] [[4, [7, 7, 7, 7, 8, 3]], [2], [10], [9], [9]] Output:   [null, 7, 7, 7, 8] Explanation: KthLargest kthLargest = new KthLargest(4, [7, 7, 7, 7, 8, 3]); kthLargest.add(2); // return 7 kthLargest.add(10); // return 7 kthLargest.add(9); // return 7 kthLargest.add(9); // return 8   Constraints: 0 <= nums.length <= 10 4 1 <= k <= nums.length + 1 -10 4  <= nums[i] <= 10 4 -10 4  <= val <= 10 4 At most  10 4  calls will be made to  add .","['Tree', 'Design', 'Binary Search Tree', 'Heap (Priority Queue)', 'Binary Tree', 'Data Stream']",Fácil,Tree,False
440,k-th-smallest-in-lexicographical-order,https://leetcode.com/problems/k-th-smallest-in-lexicographical-order/,K-th Smallest in Lexicographical Order,"Given two integers  n  and  k , return  the   k th   lexicographically smallest integer in the range   [1, n] .   Example 1: Input:  n = 13, k = 2 Output:  10 Explanation:  The lexicographical order is [1, 10, 11, 12, 13, 2, 3, 4, 5, 6, 7, 8, 9], so the second smallest number is 10. Example 2: Input:  n = 1, k = 1 Output:  1   Constraints: 1 <= k <= n <= 10 9",['Trie'],Difícil,Trie,False
295,find-median-from-data-stream,https://leetcode.com/problems/find-median-from-data-stream/,Find Median from Data Stream,"The  median  is the middle value in an ordered integer list. If the size of the list is even, there is no middle value, and the median is the mean of the two middle values. For example, for  arr = [2,3,4] , the median is  3 . For example, for  arr = [2,3] , the median is  (2 + 3) / 2 = 2.5 . Implement the MedianFinder class: MedianFinder()  initializes the  MedianFinder  object. void addNum(int num)  adds the integer  num  from the data stream to the data structure. double findMedian()  returns the median of all elements so far. Answers within  10 -5  of the actual answer will be accepted.   Example 1: Input [""MedianFinder"", ""addNum"", ""addNum"", ""findMedian"", ""addNum"", ""findMedian""] [[], [1], [2], [], [3], []] Output [null, null, null, 1.5, null, 2.0] Explanation MedianFinder medianFinder = new MedianFinder(); medianFinder.addNum(1);    // arr = [1] medianFinder.addNum(2);    // arr = [1, 2] medianFinder.findMedian(); // return 1.5 (i.e., (1 + 2) / 2) medianFinder.addNum(3);    // arr[1, 2, 3] medianFinder.findMedian(); // return 2.0   Constraints: -10 5  <= num <= 10 5 There will be at least one element in the data structure before calling  findMedian . At most  5 * 10 4  calls will be made to  addNum  and  findMedian .   Follow up: If all integer numbers from the stream are in the range  [0, 100] , how would you optimize your solution? If  99%  of all integer numbers from the stream are in the range  [0, 100] , how would you optimize your solution?","['Two Pointers', 'Design', 'Sorting', 'Heap (Priority Queue)', 'Data Stream']",Difícil,Two Pointers,False
1147,longest-chunked-palindrome-decomposition,https://leetcode.com/problems/longest-chunked-palindrome-decomposition/,Longest Chunked Palindrome Decomposition,"You are given a string  text . You should split it to k substrings  (subtext 1 , subtext 2 , ..., subtext k )  such that: subtext i  is a  non-empty  string. The concatenation of all the substrings is equal to  text  (i.e.,  subtext 1  + subtext 2  + ... + subtext k  == text ). subtext i  == subtext k - i + 1  for all valid values of  i  (i.e.,  1 <= i <= k ). Return the largest possible value of  k .   Example 1: Input:  text = ""ghiabcdefhelloadamhelloabcdefghi"" Output:  7 Explanation:  We can split the string on ""(ghi)(abcdef)(hello)(adam)(hello)(abcdef)(ghi)"". Example 2: Input:  text = ""merchant"" Output:  1 Explanation:  We can split the string on ""(merchant)"". Example 3: Input:  text = ""antaprezatepzapreanta"" Output:  11 Explanation:  We can split the string on ""(a)(nt)(a)(pre)(za)(tep)(za)(pre)(a)(nt)(a)"".   Constraints: 1 <= text.length <= 1000 text  consists only of lowercase English characters.","['Two Pointers', 'String', 'Dynamic Programming', 'Greedy', 'Rolling Hash', 'Hash Function']",Difícil,Two Pointers,False
1163,last-substring-in-lexicographical-order,https://leetcode.com/problems/last-substring-in-lexicographical-order/,Last Substring in Lexicographical Order,"Given a string  s , return  the last substring of   s   in lexicographical order .   Example 1: Input:  s = ""abab"" Output:  ""bab"" Explanation:  The substrings are [""a"", ""ab"", ""aba"", ""abab"", ""b"", ""ba"", ""bab""]. The lexicographically maximum substring is ""bab"". Example 2: Input:  s = ""leetcode"" Output:  ""tcode""   Constraints: 1 <= s.length <= 4 * 10 5 s  contains only lowercase English letters.","['Two Pointers', 'String']",Difícil,Two Pointers,False
2193,minimum-number-of-moves-to-make-palindrome,https://leetcode.com/problems/minimum-number-of-moves-to-make-palindrome/,Minimum Number of Moves to Make Palindrome,"You are given a string  s  consisting only of lowercase English letters. In one  move , you can select any two  adjacent  characters of  s  and swap them. Return  the  minimum number of moves  needed to make   s   a palindrome . Note  that the input will be generated such that  s  can always be converted to a palindrome.   Example 1: Input:  s = ""aabb"" Output:  2 Explanation: We can obtain two palindromes from s, ""abba"" and ""baab"".  - We can obtain ""abba"" from s in 2 moves: ""a ab b"" -> ""ab ab "" -> ""abba"". - We can obtain ""baab"" from s in 2 moves: ""a ab b"" -> "" ab ab"" -> ""baab"". Thus, the minimum number of moves needed to make s a palindrome is 2. Example 2: Input:  s = ""letelt"" Output:  2 Explanation: One of the palindromes we can obtain from s in 2 moves is ""lettel"". One of the ways we can obtain it is ""lete lt "" -> ""let et l"" -> ""lettel"". Other palindromes such as ""tleelt"" can also be obtained in 2 moves. It can be shown that it is not possible to obtain a palindrome in less than 2 moves.   Constraints: 1 <= s.length <= 2000 s  consists only of lowercase English letters. s  can be converted to a palindrome using a finite number of moves.","['Two Pointers', 'String', 'Greedy', 'Binary Indexed Tree']",Difícil,Two Pointers,False
2472,maximum-number-of-non-overlapping-palindrome-substrings,https://leetcode.com/problems/maximum-number-of-non-overlapping-palindrome-substrings/,Maximum Number of Non-overlapping Palindrome Substrings,"You are given a string  s  and a  positive  integer  k . Select a set of  non-overlapping  substrings from the string  s  that satisfy the following conditions: The  length  of each substring is  at least   k . Each substring is a  palindrome . Return  the  maximum  number of substrings in an optimal selection . A  substring  is a contiguous sequence of characters within a string.   Example 1: Input:  s = ""abaccdbbd"", k = 3 Output:  2 Explanation:  We can select the substrings underlined in s = "" aba cc dbbd "". Both ""aba"" and ""dbbd"" are palindromes and have a length of at least k = 3. It can be shown that we cannot find a selection with more than two valid substrings. Example 2: Input:  s = ""adbcda"", k = 2 Output:  0 Explanation:  There is no palindrome substring of length at least 2 in the string.   Constraints: 1 <= k <= s.length <= 2000 s  consists of lowercase English letters.","['Two Pointers', 'String', 'Dynamic Programming', 'Greedy']",Difícil,Two Pointers,False
2565,subsequence-with-the-minimum-score,https://leetcode.com/problems/subsequence-with-the-minimum-score/,Subsequence With the Minimum Score,"You are given two strings  s  and  t . You are allowed to remove any number of characters from the string  t . The score of the string is  0  if no characters are removed from the string  t , otherwise: Let  left  be the minimum index among all removed characters. Let  right  be the maximum index among all removed characters. Then the score of the string is  right - left + 1 . Return  the minimum possible score to make  t  a subsequence of  s . A  subsequence  of a string is a new string that is formed from the original string by deleting some (can be none) of the characters without disturbing the relative positions of the remaining characters. (i.e.,  ""ace""  is a subsequence of  "" a b c d e ""  while  ""aec""  is not).   Example 1: Input:  s = ""abacaba"", t = ""bzaa"" Output:  1 Explanation:  In this example, we remove the character ""z"" at index 1 (0-indexed). The string t becomes ""baa"" which is a subsequence of the string ""abacaba"" and the score is 1 - 1 + 1 = 1. It can be proven that 1 is the minimum score that we can achieve. Example 2: Input:  s = ""cde"", t = ""xyz"" Output:  3 Explanation:  In this example, we remove characters ""x"", ""y"" and ""z"" at indices 0, 1, and 2 (0-indexed). The string t becomes """" which is a subsequence of the string ""cde"" and the score is 2 - 0 + 1 = 3. It can be proven that 3 is the minimum score that we can achieve.   Constraints: 1 <= s.length, t.length <= 10 5 s  and  t  consist of only lowercase English letters.","['Two Pointers', 'String', 'Binary Search']",Difícil,Two Pointers,False
2911,minimum-changes-to-make-k-semi-palindromes,https://leetcode.com/problems/minimum-changes-to-make-k-semi-palindromes/,Minimum Changes to Make K Semi-palindromes,"Given a string  s  and an integer  k , partition  s  into  k   substrings  such that the letter changes needed to make each substring a  semi-palindrome  are minimized. Return the  minimum  number of letter changes  required . A  semi-palindrome  is a special type of string that can be divided into  palindromes  based on a repeating pattern. To check if a string is a semi-palindrome:​ Choose a positive divisor  d  of the string's length.  d  can range from  1  up to, but not including, the string's length. For a string of length  1 , it does not have a valid divisor as per this definition, since the only divisor is its length, which is not allowed. For a given divisor  d , divide the string into groups where each group contains characters from the string that follow a repeating pattern of length  d . Specifically, the first group consists of characters at positions  1 ,  1 + d ,  1 + 2d , and so on; the second group includes characters at positions  2 ,  2 + d ,  2 + 2d , etc. The string is considered a semi-palindrome if each of these groups forms a palindrome. Consider the string  ""abcabc"" : The length of  ""abcabc""  is  6 . Valid divisors are  1 ,  2 , and  3 . For  d = 1 : The entire string  ""abcabc""  forms one group. Not a palindrome. For  d = 2 : 	 Group 1 (positions  1, 3, 5 ):  ""acb"" Group 2 (positions  2, 4, 6 ):  ""bac"" Neither group forms a palindrome. For  d = 3 : 	 Group 1 (positions  1, 4 ):  ""aa"" Group 2 (positions  2, 5 ):  ""bb"" Group 3 (positions  3, 6 ):  ""cc"" All groups form palindromes. Therefore,  ""abcabc""  is a semi-palindrome.   Example 1:  Input:     s = ""abcac"", k = 2  Output:     1  Explanation:   Divide  s  into  ""ab""  and  ""cac"" .  ""cac""  is already semi-palindrome. Change  ""ab""  to  ""aa"" , it becomes semi-palindrome with  d = 1 . Example 2:  Input:     s = ""abcdef"", k = 2  Output:     2  Explanation:   Divide  s  into substrings  ""abc""  and  ""def"" . Each needs one change to become semi-palindrome. Example 3:  Input:     s = ""aabbaa"", k = 3  Output:     0  Explanation:   Divide  s  into substrings  ""aa"" ,  ""bb""  and  ""aa"" . All are already semi-palindromes.   Constraints: 2 <= s.length <= 200 1 <= k <= s.length / 2 s  contains only lowercase English letters.","['Two Pointers', 'String', 'Dynamic Programming']",Difícil,Two Pointers,False
3008,find-beautiful-indices-in-the-given-array-ii,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-ii/,Find Beautiful Indices in the Given Array II,"You are given a  0-indexed  string  s , a string  a , a string  b , and an integer  k . An index  i  is  beautiful  if: 0 <= i <= s.length - a.length s[i..(i + a.length - 1)] == a There exists an index  j  such that: 	 0 <= j <= s.length - b.length s[j..(j + b.length - 1)] == b |j - i| <= k Return  the array that contains beautiful indices in  sorted order from smallest to largest .   Example 1: Input:  s = ""isawsquirrelnearmysquirrelhouseohmy"", a = ""my"", b = ""squirrel"", k = 15 Output:  [16,33] Explanation:  There are 2 beautiful indices: [16,33]. - The index 16 is beautiful as s[16..17] == ""my"" and there exists an index 4 with s[4..11] == ""squirrel"" and |16 - 4| <= 15. - The index 33 is beautiful as s[33..34] == ""my"" and there exists an index 18 with s[18..25] == ""squirrel"" and |33 - 18| <= 15. Thus we return [16,33] as the result. Example 2: Input:  s = ""abcd"", a = ""a"", b = ""a"", k = 4 Output:  [0] Explanation:  There is 1 beautiful index: [0]. - The index 0 is beautiful as s[0..0] == ""a"" and there exists an index 0 with s[0..0] == ""a"" and |0 - 0| <= 4. Thus we return [0] as the result.   Constraints: 1 <= k <= s.length <= 5 * 10 5 1 <= a.length, b.length <= 5 * 10 5 s ,  a , and  b  contain only lowercase English letters.","['Two Pointers', 'String', 'Binary Search', 'Rolling Hash', 'String Matching', 'Hash Function']",Difícil,Two Pointers,False
3455,shortest-matching-substring,https://leetcode.com/problems/shortest-matching-substring/,Shortest Matching Substring,"You are given a string  s  and a pattern string  p , where  p  contains  exactly two   '*'  characters. The  '*'  in  p  matches any sequence of zero or more characters. Return the length of the  shortest   substring  in  s  that matches  p . If there is no such substring, return -1. Note:  The empty substring is considered valid.   Example 1: Input:   s = ""abaacbaecebce"", p = ""ba*c*ce"" Output:   8 Explanation: The shortest matching substring of  p  in  s  is  "" ba e c eb ce "" . Example 2: Input:   s = ""baccbaadbc"", p = ""cc*baa*adb"" Output:   -1 Explanation: There is no matching substring in  s . Example 3: Input:   s = ""a"", p = ""**"" Output:   0 Explanation: The empty substring is the shortest matching substring. Example 4: Input:   s = ""madlogic"", p = ""*adlogi*"" Output:   6 Explanation: The shortest matching substring of  p  in  s  is  "" adlogi "" .   Constraints: 1 <= s.length <= 10 5 2 <= p.length <= 10 5 s  contains only lowercase English letters. p  contains only lowercase English letters and exactly two  '*' .","['Two Pointers', 'String', 'Binary Search', 'String Matching']",Difícil,Two Pointers,False
3504,longest-palindrome-after-substring-concatenation-ii,https://leetcode.com/problems/longest-palindrome-after-substring-concatenation-ii/,Longest Palindrome After Substring Concatenation II,"You are given two strings,  s  and  t . You can create a new string by selecting a  substring  from  s  (possibly empty) and a substring from  t  (possibly empty), then concatenating them  in order . Return the length of the  longest   palindrome  that can be formed this way.   Example 1: Input:   s = ""a"", t = ""a"" Output:   2 Explanation: Concatenating  ""a""  from  s  and  ""a""  from  t  results in  ""aa"" , which is a palindrome of length 2. Example 2: Input:   s = ""abc"", t = ""def"" Output:   1 Explanation: Since all characters are different, the longest palindrome is any single character, so the answer is 1. Example 3: Input:   s = ""b"", t = ""aaaa"" Output:   4 Explanation: Selecting "" aaaa "" from  t  is the longest palindrome, so the answer is 4. Example 4: Input:   s = ""abcde"", t = ""ecdba"" Output:   5 Explanation: Concatenating  ""abc""  from  s  and  ""ba""  from  t  results in  ""abcba"" , which is a palindrome of length 5.   Constraints: 1 <= s.length, t.length <= 1000 s  and  t  consist of lowercase English letters.","['Two Pointers', 'String', 'Dynamic Programming']",Difícil,Two Pointers,False
125,valid-palindrome,https://leetcode.com/problems/valid-palindrome/,Valid Palindrome,"A phrase is a  palindrome  if, after converting all uppercase letters into lowercase letters and removing all non-alphanumeric characters, it reads the same forward and backward. Alphanumeric characters include letters and numbers. Given a string  s , return  true  if it is a  palindrome , or  false  otherwise .   Example 1: Input:  s = ""A man, a plan, a canal: Panama"" Output:  true Explanation:  ""amanaplanacanalpanama"" is a palindrome. Example 2: Input:  s = ""race a car"" Output:  false Explanation:  ""raceacar"" is not a palindrome. Example 3: Input:  s = "" "" Output:  true Explanation:  s is an empty string """" after removing non-alphanumeric characters. Since an empty string reads the same forward and backward, it is a palindrome.   Constraints: 1 <= s.length <= 2 * 10 5 s  consists only of printable ASCII characters.","['Two Pointers', 'String']",Fácil,Two Pointers,False
344,reverse-string,https://leetcode.com/problems/reverse-string/,Reverse String,"Write a function that reverses a string. The input string is given as an array of characters  s . You must do this by modifying the input array  in-place  with  O(1)  extra memory.   Example 1: Input:  s = [""h"",""e"",""l"",""l"",""o""] Output:  [""o"",""l"",""l"",""e"",""h""] Example 2: Input:  s = [""H"",""a"",""n"",""n"",""a"",""h""] Output:  [""h"",""a"",""n"",""n"",""a"",""H""]   Constraints: 1 <= s.length <= 10 5 s[i]  is a  printable ascii character .","['Two Pointers', 'String']",Fácil,Two Pointers,False
345,reverse-vowels-of-a-string,https://leetcode.com/problems/reverse-vowels-of-a-string/,Reverse Vowels of a String,"Given a string  s , reverse only all the vowels in the string and return it. The vowels are  'a' ,  'e' ,  'i' ,  'o' , and  'u' , and they can appear in both lower and upper cases, more than once.   Example 1: Input:   s = ""IceCreAm"" Output:   ""AceCreIm"" Explanation: The vowels in  s  are  ['I', 'e', 'e', 'A'] . On reversing the vowels, s becomes  ""AceCreIm"" . Example 2: Input:   s = ""leetcode"" Output:   ""leotcede""   Constraints: 1 <= s.length <= 3 * 10 5 s  consist of  printable ASCII  characters.","['Two Pointers', 'String']",Fácil,Two Pointers,False
392,is-subsequence,https://leetcode.com/problems/is-subsequence/,Is Subsequence,"Given two strings  s  and  t , return  true  if  s  is a  subsequence  of  t , or  false  otherwise . A  subsequence  of a string is a new string that is formed from the original string by deleting some (can be none) of the characters without disturbing the relative positions of the remaining characters. (i.e.,  ""ace""  is a subsequence of  "" a b c d e ""  while  ""aec""  is not).   Example 1: Input:  s = ""abc"", t = ""ahbgdc"" Output:  true Example 2: Input:  s = ""axc"", t = ""ahbgdc"" Output:  false   Constraints: 0 <= s.length <= 100 0 <= t.length <= 10 4 s  and  t  consist only of lowercase English letters.   Follow up:  Suppose there are lots of incoming  s , say  s 1 , s 2 , ..., s k  where  k >= 10 9 , and you want to check one by one to see if  t  has its subsequence. In this scenario, how would you change your code?","['Two Pointers', 'String', 'Dynamic Programming']",Fácil,Two Pointers,False
541,reverse-string-ii,https://leetcode.com/problems/reverse-string-ii/,Reverse String II,"Given a string  s  and an integer  k , reverse the first  k  characters for every  2k  characters counting from the start of the string. If there are fewer than  k  characters left, reverse all of them. If there are less than  2k  but greater than or equal to  k  characters, then reverse the first  k  characters and leave the other as original.   Example 1: Input:  s = ""abcdefg"", k = 2 Output:  ""bacdfeg"" Example 2: Input:  s = ""abcd"", k = 2 Output:  ""bacd""   Constraints: 1 <= s.length <= 10 4 s  consists of only lowercase English letters. 1 <= k <= 10 4","['Two Pointers', 'String']",Fácil,Two Pointers,False
557,reverse-words-in-a-string-iii,https://leetcode.com/problems/reverse-words-in-a-string-iii/,Reverse Words in a String III,"Given a string  s , reverse the order of characters in each word within a sentence while still preserving whitespace and initial word order.   Example 1: Input:  s = ""Let's take LeetCode contest"" Output:  ""s'teL ekat edoCteeL tsetnoc"" Example 2: Input:  s = ""Mr Ding"" Output:  ""rM gniD""   Constraints: 1 <= s.length <= 5 * 10 4 s  contains printable  ASCII  characters. s  does not contain any leading or trailing spaces. There is  at least one  word in  s . All the words in  s  are separated by a single space.","['Two Pointers', 'String']",Fácil,Two Pointers,False
680,valid-palindrome-ii,https://leetcode.com/problems/valid-palindrome-ii/,Valid Palindrome II,"Given a string  s , return  true   if the  s  can be palindrome after deleting  at most one  character from it .   Example 1: Input:  s = ""aba"" Output:  true Example 2: Input:  s = ""abca"" Output:  true Explanation:  You could delete the character 'c'. Example 3: Input:  s = ""abc"" Output:  false   Constraints: 1 <= s.length <= 10 5 s  consists of lowercase English letters.","['Two Pointers', 'String', 'Greedy']",Fácil,Two Pointers,False
696,count-binary-substrings,https://leetcode.com/problems/count-binary-substrings/,Count Binary Substrings,"Given a binary string  s , return the number of non-empty substrings that have the same number of  0 's and  1 's, and all the  0 's and all the  1 's in these substrings are grouped consecutively. Substrings that occur multiple times are counted the number of times they occur.   Example 1: Input:  s = ""00110011"" Output:  6 Explanation:  There are 6 substrings that have equal number of consecutive 1's and 0's: ""0011"", ""01"", ""1100"", ""10"", ""0011"", and ""01"". Notice that some of these substrings repeat and are counted the number of times they occur. Also, ""00110011"" is not a valid substring because all the 0's (and 1's) are not grouped together. Example 2: Input:  s = ""10101"" Output:  4 Explanation:  There are 4 substrings: ""10"", ""01"", ""10"", ""01"" that have equal number of consecutive 1's and 0's.   Constraints: 1 <= s.length <= 10 5 s[i]  is either  '0'  or  '1' .","['Two Pointers', 'String']",Fácil,Two Pointers,False
844,backspace-string-compare,https://leetcode.com/problems/backspace-string-compare/,Backspace String Compare,"Given two strings  s  and  t , return  true   if they are equal when both are typed into empty text editors .  '#'  means a backspace character. Note that after backspacing an empty text, the text will continue empty.   Example 1: Input:  s = ""ab#c"", t = ""ad#c"" Output:  true Explanation:  Both s and t become ""ac"". Example 2: Input:  s = ""ab##"", t = ""c#d#"" Output:  true Explanation:  Both s and t become """". Example 3: Input:  s = ""a#c"", t = ""b"" Output:  false Explanation:  s becomes ""c"" while t becomes ""b"".   Constraints: 1 <= s.length, t.length <= 200 s  and  t  only contain lowercase letters and  '#'  characters.   Follow up:  Can you solve it in  O(n)  time and  O(1)  space?","['Two Pointers', 'String', 'Stack', 'Simulation']",Fácil,Two Pointers,False
917,reverse-only-letters,https://leetcode.com/problems/reverse-only-letters/,Reverse Only Letters,"Given a string  s , reverse the string according to the following rules: All the characters that are not English letters remain in the same position. All the English letters (lowercase or uppercase) should be reversed. Return  s  after reversing it .   Example 1: Input:  s = ""ab-cd"" Output:  ""dc-ba"" Example 2: Input:  s = ""a-bC-dEf-ghIj"" Output:  ""j-Ih-gfE-dCba"" Example 3: Input:  s = ""Test1ng-Leet=code-Q!"" Output:  ""Qedo1ct-eeLg=ntse-T!""   Constraints: 1 <= s.length <= 100 s  consists of characters with ASCII values in the range  [33, 122] . s  does not contain  '\""'  or  '\\' .","['Two Pointers', 'String']",Fácil,Two Pointers,False
